5.696028513898495405e+00,7.264213715705314378e+00
5.072587076452106380e+00,6.873104513746195465e+00
-1.933991252888292767e+00,4.651135199107017115e+00
-3.110956252846633352e-02,3.504901135711645299e+00
5.939251656940379043e+00,6.897088138400688351e+00
6.244632540318660219e+00,4.953169806753209059e+00
5.097446604398719217e+00,5.046003558641166009e+00
5.279393236155476288e+00,5.940146444962663530e+00
5.630942667929904388e+00,4.921169707999180631e-01
3.982665498839674356e+00,-1.221135283694017026e+00
3.098896824125817240e+00,-4.195743325846962996e-02
4.630810960994441672e+00,6.578434942236059513e+00
5.211493474463142483e+00,-1.471271583775480285e-01
3.832415183399941139e+00,-9.940187615654959563e-01
6.920700102530227826e-02,5.528896827316876816e+00
5.456809135112218101e+00,5.633702790345507694e+00
4.080345622292122165e+00,-4.448328782879821253e-01
4.681115374741419366e+00,5.067923251666493378e+00
6.413340038559837808e+00,5.814222186500322742e+00
1.831539982310190329e+00,-7.258801304154492984e-01
5.945511416621248379e+00,3.480432412643328366e+00
5.810132303704960144e+00,-9.408162730636909776e-02
2.441839780026082707e+00,-8.178169231224815539e-01
-1.182304213995538422e+00,4.103452843031643482e+00
4.353369453723304972e+00,5.537207610499025101e+00
5.887038832076179951e+00,-4.939210058685292726e-01
3.579913716587030947e+00,2.065334771879286380e-01
6.216407951501204288e+00,5.669165903771089532e+00
-3.970954848319450670e-01,4.501798642937154149e+00
6.300227810232307490e+00,5.711984493333474688e+00
4.627342217668958924e+00,8.571195138650906653e-01
6.587423233058218308e+00,6.743787884572727265e+00
6.601868486680938730e+00,7.295333035618096318e+00
5.789387629792333456e+00,6.685180238141668951e+00
1.105142870925265752e+00,4.282324202265657576e+00
5.195932677677468803e+00,6.674443149481831483e+00
5.479634290901546301e+00,6.443022721337019476e+00
4.140582842496148608e+00,6.961333554688263092e+00
5.256283444926406645e+00,6.241640477852907765e+00
6.540942381372562231e+00,5.099038017933698264e+00
5.038260230034964593e+00,4.954574898171739683e+00
4.475723435700331265e+00,6.737696144895239492e+00
5.021999348645238115e+00,2.318626379478218036e-01
5.679989992140479949e+00,3.921071334772749939e+00
-5.728099741597003809e-03,2.411417645464942527e+00
-3.607567256396972954e-01,4.697046441026095032e+00
6.039832874243524774e-01,4.950867543504816837e+00
9.323455193524868290e-02,4.281552822200365149e+00
4.335326101321631542e-01,4.525784173525243759e+00
-1.481617055992474841e+00,3.814788793106690168e+00
1.691566423836204092e-01,5.980826937046676228e+00
4.785672987024563341e+00,5.294411210121336531e+00
5.637624024409406687e-01,2.763349410137307505e+00
4.550928323866720859e+00,3.129623116492523394e-02
7.500040202587981986e-01,4.084274016850049094e+00
5.358098476786677722e+00,7.500834003364570179e+00
7.623593242274647963e+00,5.472241665032676394e+00
5.146675332579056850e+00,6.541017831091790136e+00
-1.546519516924441673e-01,3.251213713719264042e+00
3.335078249905643055e+00,-4.288317388081014370e-01
5.105989070032873833e+00,1.004324703311136657e+00
2.730931085810908598e+00,-2.611673342179645085e-01
3.086453881127736443e-01,4.530695225171429641e+00
5.064811905933122915e+00,5.811390218602324076e+00
5.996707964490568976e+00,6.941935058939847636e+00
6.280734032296071689e-02,2.855943715278921324e+00
-2.070854924528287899e+00,4.081993023630431594e+00
7.023736514487606275e-01,4.168907077619910417e+00
-1.499152140753964302e+00,2.757463734288234214e+00
6.769517118146217705e+00,5.439608714501093623e+00
3.282360846449651426e+00,-4.128042563102540252e-01
3.066640254516448394e+00,1.563065298416025817e+00
5.147344526456512637e-02,3.007134408220403010e+00
7.736735271437507500e+00,6.142198623266629909e+00
8.615001554624968083e-01,4.053418460485068486e+00
-2.347156595133528534e-01,4.651142651000323092e+00
1.715683828177120951e+00,3.180895402779666536e+00
4.501376694955299546e-02,3.779591563125134002e+00
5.759874585432770644e+00,6.401904111129343100e+00
4.608282614371034036e+00,7.426673282268483334e+00
1.635151081697027609e+00,3.901748756044984834e+00
4.284388447737675243e+00,4.815384855521144258e-01
4.561723174318216500e+00,-1.712674074645510469e+00
6.263518934771954427e+00,7.597193757487184840e+00
4.749769046654761517e+00,-5.746259173731814718e-01
-1.444254462941246375e+00,4.508303060422541364e+00
4.615190298773393707e+00,-5.532238058256834234e-01
3.802541594844991213e+00,-1.824951378480258735e-01
4.508369570113904601e+00,-1.690448215309553026e+00
-1.068350773535636344e+00,3.235955796290495456e+00
2.520999798969948635e+00,3.658685430234784874e-01
1.497262689771514443e+00,5.397963079455968760e+00
3.501131036820775311e+00,1.085038405690752716e+00
3.590487938119813371e+00,1.017842051700754036e+00
4.925464863901275692e+00,-5.301008526412560595e-01
4.959960647021768310e+00,5.919543994349565352e+00
-1.799371507248877844e+00,3.685176056377455378e+00
5.759688270148441092e+00,5.568959682919803811e+00
5.738258839427907709e+00,7.056093122714377941e+00
1.048182881571203540e+00,6.023356967871768219e+00
7.368135675253657979e+00,5.213325196221872737e+00
2.865766787846038000e+00,3.472554882675039090e-01
-3.035642625289675101e-01,3.816040740499329065e+00
5.668860786722895284e+00,-1.291918655853940556e-01
9.482963384602717261e-01,4.025144563365055106e+00
5.495355650175528517e+00,5.534645947569028834e+00
2.609538480478549083e+00,1.181137031453576514e+00
5.920205804195486365e+00,5.772375133791201485e+00
3.079873729213930655e+00,4.251036156336992500e-01
4.802831058589948299e+00,5.090522678747072760e+00
3.523860338166647121e+00,1.112514043127849517e+00
3.586910293652205262e+00,-1.613817941709876136e+00
4.344974634790744084e+00,-2.496685534566249198e-01
4.594280805611997920e+00,5.006168758499219607e+00
4.045577121349181460e-01,4.080017402085070799e+00
3.250595816285189787e+00,-5.323027266503408406e-01
-1.078864035334215155e+00,3.743781668006159080e+00
2.983567623887468656e+00,1.816595978180754814e-02
6.019971916286259273e+00,6.282365375947283503e+00
5.473993989300106833e+00,7.513857426183396804e+00
4.666087617422278733e+00,7.452958289184327123e-01
7.666802432479420837e+00,6.222546168071726669e+00
2.999436493374067147e+00,-4.917545591333804533e-01
4.041178461268415845e+00,5.382315661694609510e+00
