"*total_nodes"	15192277
"*total_edges"	142114057.0
"1"	869993
"10"	193438
"100"	3657
"1000"	7
"1001"	7
"1002"	8
"1003"	5
"1004"	4
"1005"	7
"1006"	5
"1007"	3
"1008"	3
"1009"	4
"101"	3550
"1010"	5
"1011"	5
"1012"	3
"1013"	3
"1014"	4
"1015"	5
"1016"	6
"1017"	5
"1018"	2
"1019"	7
"102"	3331
"1020"	2
"1021"	5
"1022"	10
"1023"	5
"1024"	5
"1025"	1
"1026"	6
"1027"	3
"1028"	4
"1029"	7
"103"	3238
"1030"	2
"1031"	12
"1032"	5
"1033"	4
"1034"	4
"1035"	3
"1036"	5
"1037"	4
"1038"	2
"1039"	4
"104"	3205
"1040"	7
"1041"	3
"1042"	5
"1043"	4
"1044"	1
"1045"	2
"1047"	1
"1048"	4
"1049"	5
"105"	3069
"1050"	3
"1051"	2
"1052"	6
"1053"	6
"1054"	3
"1055"	4
"1056"	1
"1057"	4
"1058"	3
"1059"	2
"106"	2984
"1060"	2
"1061"	8
"1062"	1
"1063"	3
"1064"	2
"1065"	4
"1066"	4
"1067"	4
"1068"	7
"1069"	6
"107"	2907
"1070"	4
"1071"	4
"1072"	2
"1073"	3
"1074"	3
"1075"	4
"1076"	5
"1077"	5
"1078"	5
"1079"	6
"108"	2911
"1080"	3
"1081"	7
"1082"	3
"1083"	3
"1084"	7
"1085"	4
"1086"	5
"1087"	4
"1088"	5
"1089"	6
"109"	2765
"1090"	1
"1091"	1
"1092"	2
"1093"	3
"1094"	2
"1095"	3
"1096"	4
"1097"	2
"1098"	4
"1099"	5
"11"	186724
"110"	2900
"1100"	7
"1101"	8
"1102"	4
"1103"	5
"1104"	2
"1105"	1
"1106"	3
"1107"	3
"1108"	3
"1109"	5
"111"	2769
"1110"	5
"1111"	2
"1112"	2
"1113"	4
"1114"	3
"1115"	6
"1116"	3
"1117"	2
"1118"	3
"1119"	3
"112"	2699
"1120"	6
"1121"	1
"1122"	4
"1123"	4
"1124"	3
"1125"	3
"1126"	5
"1127"	4
"1128"	2
"1129"	1
"113"	2549
"1130"	3
"1131"	4
"1132"	7
"1133"	3
"1134"	3
"1135"	3
"1136"	4
"1137"	2
"1138"	8
"1139"	6
"114"	2538
"1140"	5
"1141"	3
"1142"	4
"1143"	4
"1144"	3
"1145"	2
"1146"	4
"1147"	2
"1148"	2
"1149"	6
"115"	2564
"1150"	3
"1151"	4
"1152"	3
"1154"	4
"1155"	7
"1157"	7
"1158"	2
"1159"	5
"116"	2438
"1160"	3
"1161"	2
"1162"	5
"1164"	2
"1165"	4
"1166"	3
"1167"	3
"1169"	3
"117"	2328
"1170"	3
"1171"	2
"1172"	2
"1173"	4
"1174"	2
"1175"	5
"1176"	4
"1177"	2
"1179"	2
"118"	2385
"1180"	3
"1181"	3
"1182"	2
"1183"	5
"1184"	3
"1185"	2
"1186"	5
"1187"	3
"1188"	3
"119"	2210
"1190"	2
"1191"	3
"1192"	1
"1193"	2
"1195"	3
"1196"	2
"1198"	3
"1199"	2
"12"	178481
"120"	2197
"1200"	2
"1201"	5
"1202"	2
"1203"	6
"1204"	1
"1205"	5
"1206"	4
"1207"	2
"1208"	2
"1209"	4
"121"	2143
"1210"	3
"1211"	2
"1212"	1
"1213"	2
"1214"	4
"1215"	4
"1216"	2
"1217"	2
"1218"	3
"1219"	1
"122"	2139
"1220"	3
"1221"	5
"1222"	1
"1223"	3
"1224"	8
"1225"	7
"1226"	4
"1227"	3
"1228"	1
"1229"	1
"123"	2110
"1230"	3
"1231"	3
"1232"	2
"1233"	2
"1234"	2
"1235"	3
"1236"	2
"1237"	1
"1238"	4
"124"	2131
"1240"	1
"1241"	4
"1242"	4
"1243"	2
"1245"	4
"1246"	6
"1247"	2
"1248"	3
"1249"	1
"125"	2011
"1250"	5
"1251"	2
"1252"	4
"1253"	4
"1255"	3
"1257"	5
"1259"	3
"126"	2031
"1260"	4
"1261"	5
"1262"	2
"1263"	2
"1264"	2
"1265"	3
"1266"	2
"1267"	3
"1268"	5
"1269"	4
"127"	1986
"1270"	3
"1271"	4
"1272"	2
"1273"	1
"1274"	1
"1275"	4
"1276"	5
"1277"	3
"1278"	3
"128"	2023
"1280"	4
"1281"	4
"1282"	1
"1283"	3
"1285"	2
"1286"	4
"1287"	3
"1289"	4
"129"	1972
"1290"	1
"1291"	3
"1293"	1
"1294"	3
"1295"	4
"1298"	2
"1299"	2
"13"	211048
"130"	1987
"1300"	3
"1301"	1
"1302"	1
"1303"	3
"1304"	1
"1305"	1
"1306"	1
"1307"	1
"1308"	2
"1309"	1
"131"	1927
"1310"	3
"1311"	1
"1313"	3
"1315"	3
"1317"	2
"1318"	5
"1319"	2
"132"	1825
"1320"	4
"1321"	3
"1322"	2
"1323"	4
"1324"	4
"1325"	5
"1326"	3
"1327"	1
"1328"	3
"1329"	1
"133"	1715
"1330"	4
"1331"	3
"1332"	3
"1333"	1
"1334"	2
"1335"	3
"1336"	2
"1337"	2
"1338"	4
"1339"	1
"134"	1725
"1340"	3
"1341"	3
"1342"	1
"1343"	2
"1344"	6
"1345"	2
"1346"	3
"1347"	1
"1348"	1
"1349"	1
"135"	1675
"1350"	2
"1351"	4
"1353"	1
"1354"	3
"1355"	1
"1356"	1
"1357"	2
"1359"	1
"136"	1703
"1361"	1
"1362"	3
"1363"	2
"1364"	2
"1365"	3
"1366"	1
"1367"	5
"1369"	1
"137"	1556
"1370"	2
"1371"	2
"1372"	2
"1375"	3
"1376"	2
"1377"	3
"1379"	1
"138"	1669
"1380"	2
"1381"	3
"1382"	1
"1383"	2
"1384"	2
"1385"	2
"1386"	3
"1388"	2
"139"	1513
"1391"	1
"1392"	1
"1393"	3
"1394"	2
"1396"	2
"1397"	1
"1398"	1
"1399"	3
"14"	145958
"140"	1483
"1400"	1
"1401"	3
"1402"	3
"1406"	3
"1407"	2
"1408"	1
"1409"	3
"141"	1494
"1410"	2
"1412"	2
"1413"	3
"1415"	2
"1416"	3
"1418"	3
"1419"	3
"142"	1378
"1421"	2
"1422"	4
"1423"	1
"1426"	2
"1427"	1
"143"	1464
"1430"	2
"1432"	1
"1433"	1
"1434"	1
"1435"	2
"1436"	1
"1437"	1
"1439"	2
"144"	1336
"1441"	1
"1442"	1
"1443"	2
"1445"	1
"1446"	2
"1447"	2
"1449"	1
"145"	1322
"1450"	3
"1452"	1
"1453"	1
"1454"	1
"1455"	2
"1456"	1
"1457"	3
"1458"	2
"1459"	2
"146"	1371
"1460"	4
"1461"	1
"1462"	1
"1464"	1
"1466"	1
"1467"	3
"1469"	2
"147"	1306
"1470"	2
"1471"	2
"1472"	2
"1473"	3
"1474"	2
"1475"	2
"1478"	3
"1479"	1
"148"	1337
"1480"	1
"1482"	1
"1486"	2
"1487"	2
"1488"	3
"149"	1294
"1492"	2
"1493"	4
"1494"	1
"1495"	2
"1496"	2
"1497"	4
"1498"	1
"1499"	2
"15"	134809
"150"	1228
"1501"	3
"1502"	3
"1503"	3
"1504"	1
"1505"	1
"1507"	2
"1509"	1
"151"	1271
"1510"	4
"1513"	2
"1515"	4
"1518"	1
"1519"	1
"152"	1203
"1520"	1
"1521"	1
"1522"	1
"1523"	1
"1524"	2
"1525"	3
"1526"	3
"1527"	2
"1528"	1
"1529"	2
"153"	1248
"1530"	3
"1531"	1
"1532"	3
"1533"	1
"1534"	2
"1535"	2
"1537"	1
"1539"	1
"154"	1174
"1541"	4
"1542"	2
"1543"	1
"1544"	1
"1546"	1
"1547"	3
"1548"	1
"1549"	1
"155"	1176
"1551"	2
"1552"	1
"1553"	2
"1554"	3
"1555"	4
"1559"	4
"156"	1082
"1560"	1
"1561"	1
"1563"	1
"1564"	1
"1566"	3
"1567"	1
"1569"	1
"157"	1128
"1571"	2
"1572"	2
"1573"	1
"1574"	4
"1576"	1
"1577"	1
"158"	1056
"1580"	2
"1581"	2
"1582"	2
"1584"	1
"1585"	1
"1586"	2
"1588"	3
"1589"	1
"159"	1129
"1592"	2
"1593"	2
"1594"	1
"1595"	2
"1596"	1
"1597"	1
"1598"	1
"1599"	1
"16"	122792
"160"	1051
"1600"	1
"1601"	2
"1602"	1
"1603"	1
"1605"	1
"1607"	2
"1608"	2
"1609"	2
"161"	1045
"1610"	1
"1612"	1
"1613"	1
"1614"	2
"1615"	3
"1616"	2
"1617"	1
"1618"	4
"1619"	2
"162"	1051
"1620"	1
"1621"	1
"1624"	1
"1625"	2
"1627"	1
"1628"	2
"1629"	4
"163"	1034
"1630"	1
"1632"	1
"1633"	1
"1634"	2
"1635"	1
"1636"	1
"1637"	1
"1639"	1
"164"	1022
"1640"	2
"1641"	3
"1642"	5
"1643"	1
"1644"	3
"1645"	1
"1647"	1
"1649"	1
"165"	961
"1651"	1
"1653"	1
"1655"	2
"1656"	1
"1657"	3
"1658"	1
"166"	947
"1660"	1
"1662"	1
"1663"	2
"1665"	2
"1666"	1
"1667"	2
"167"	964
"1670"	1
"1671"	1
"1673"	2
"1675"	2
"1676"	1
"1677"	2
